,Accuracy,Avg Cross Entropy Loss,epoch
0,0.7304375,1.759966492652893,0
1,0.8174375,1.6465822458267212,1
2,0.8415208333333334,1.622456669807434,2
3,0.8519583333333334,1.6113120317459106,3
4,0.8626041666666666,1.5999524593353271,4
5,0.8700208333333334,1.5927292108535767,5
6,0.8758958333333333,1.5869288444519043,6
7,0.88075,1.5814876556396484,7
8,0.886625,1.5755901336669922,8
9,0.89125,1.5706313848495483,9
10,0.8957708333333333,1.5664328336715698,10
11,0.898375,1.5637158155441284,11
12,0.9009375,1.5615466833114624,12
13,0.9046458333333334,1.5576292276382446,13
14,0.9074583333333334,1.5540916919708252,14
15,0.9101666666666667,1.552047848701477,15
16,0.9118541666666666,1.5502430200576782,16
17,0.9182708333333334,1.5443025827407837,17
18,0.9178958333333334,1.5440932512283325,18
19,0.9204375,1.541785478591919,19
20,0.9224166666666667,1.539707899093628,20
21,0.9245,1.5378795862197876,21
22,0.924125,1.5377418994903564,22
23,0.92625,1.5356009006500244,23
24,0.9281041666666666,1.534021019935608,24
25,0.9300833333333334,1.53184974193573,25
26,0.92875,1.5327723026275635,26
27,0.9317708333333333,1.5304988622665405,27
28,0.9332083333333333,1.5291101932525635,28
29,0.934375,1.527391791343689,29
30,0.9362708333333334,1.5259926319122314,30
31,0.9369791666666667,1.5247811079025269,31
32,0.9380625,1.5237253904342651,32
33,0.9398958333333334,1.5221593379974365,33
34,0.9397916666666667,1.5221538543701172,34
35,0.9424166666666667,1.5195958614349365,35
36,0.9430833333333334,1.5189917087554932,36
37,0.94375,1.5180017948150635,37
38,0.9439583333333333,1.5180805921554565,38
39,0.9449791666666667,1.5169556140899658,39
40,0.9446666666666667,1.5169507265090942,40
